2000 50064
1 113 1
1 171 1
1 250 1
1 258 1
1 347 1
1 354 1
1 378 1
1 403 1
1 420 1
1 496 1
1 507 1
1 509 1
1 577 1
1 655 1
1 707 1
1 761 1
1 778 1
1 840 1
1 845 1
1 896 1
1 997 1
1 1028 1
1 1062 1
1 1171 1
1 1227 1
1 1317 1
1 1324 1
1 1338 1
1 1343 1
1 1347 1
1 1356 1
1 1390 1
1 1415 1
1 1451 1
1 1491 1
1 1510 1
1 1534 1
1 1558 1
1 1563 1
1 1567 1
1 1640 1
1 1641 1
1 1704 1
1 1741 1
1 1742 1
1 1744 1
1 1749 1
1 1762 1
1 1788 1
1 1858 1
2 4 1
2 36 1
2 57 1
2 82 1
2 91 1
2 104 1
2 126 1
2 132 1
2 212 1
2 253 1
2 269 1
2 324 1
2 337 1
2 347 1
2 351 1
2 380 1
2 411 1
2 416 1
2 516 1
2 520 1
2 543 1
2 566 1
2 600 1
2 655 1
2 676 1
2 733 1
2 933 1
2 1119 1
2 1124 1
2 1200 1
2 1209 1
2 1249 1
2 1250 1
2 1281 1
2 1291 1
2 1292 1
2 1294 1
2 1331 1
2 1353 1
2 1355 1
2 1404 1
2 1464 1
2 1499 1
2 1556 1
2 1561 1
2 1576 1
2 1597 1
2 1662 1
2 1698 1
2 1708 1
2 1723 1
2 1733 1
2 1797 1
2 1873 1
2 1917 1
2 1925 1
2 1947 1
2 1956 1
2 1968 1
3 74 1
3 82 1
3 124 1
3 133 1
3 172 1
3 214 1
3 284 1
3 328 1
3 330 1
3 343 1
3 347 1
3 376 1
3 378 1
3 412 1
3 436 1
3 447 1
3 448 1
3 478 1
3 482 1
3 501 1
3 523 1
3 530 1
3 541 1
3 839 1
3 908 1
3 930 1
3 945 1
3 1022 1
3 1040 1
3 1069 1
3 1177 1
3 1188 1
3 1197 1
3 1228 1
3 1306 1
3 1355 1
3 1400 1
3 1415 1
3 1461 1
3 1645 1
3 1696 1
3 1726 1
3 1752 1
3 1800 1
3 1868 1
3 1958 1
3 1991 1
4 164 1
4 188 1
4 189 1
4 209 1
4 238 1
4 246 1
4 284 1
4 295 1
4 298 1
4 341 1
4 351 1
4 398 1
4 408 1
4 433 1
4 466 1
4 482 1
4 490 1
4 547 1
4 557 1
4 642 1
4 659 1
4 663 1
4 699 1
4 784 1
4 795 1
4 822 1
4 906 1
4 966 1
4 993 1
4 1008 1
4 1118 1
4 1172 1
4 1219 1
4 1287 1
4 1344 1
4 1346 1
4 1358 1
4 1459 1
4 1480 1
4 1495 1
4 1506 1
4 1515 1
4 1540 1
4 1556 1
4 1588 1
4 1601 1
4 1603 1
4 1723 1
4 1810 1
4 1922 1
5 81 1
5 103 1
5 190 1
5 193 1
5 227 1
5 261 1
5 358 1
5 381 1
5 398 1
5 402 1
5 460 1
5 557 1
5 563 1
5 577 1
5 605 1
5 630 1
5 641 1
5 679 1
5 744 1
5 777 1
5 796 1
5 831 1
5 888 1
5 908 1
5 912 1
5 960 1
5 984 1
5 1009 1
5 1018 1
5 1035 1
5 1060 1
5 1120 1
5 1234 1
5 1277 1
5 1323 1
5 1326 1
5 1354 1
5 1356 1
5 1381 1
5 1396 1
5 1428 1
5 1540 1
5 1564 1
5 1597 1
5 1622 1
5 1650 1
5 1691 1
5 1841 1
5 1874 1
5 1931 1
6 20 1
6 47 1
6 77 1
6 99 1
6 116 1
6 138 1
6 164 1
6 186 1
6 193 1
6 478 1
6 485 1
6 494 1
6 599 1
6 658 1
6 683 1
6 835 1
6 994 1
6 1020 1
6 1080 1
6 1109 1
6 1129 1
6 1151 1
6 1221 1
6 1227 1
6 1268 1
6 1345 1
6 1352 1
6 1360 1
6 1401 1
6 1449 1
6 1473 1
6 1578 1
6 1658 1
6 1666 1
6 1668 1
6 1759 1
6 1804 1
6 1860 1
6 1861 1
6 1900 1
7 116 1
7 133 1
7 161 1
7 164 1
7 184 1
7 187 1
7 238 1
7 347 1
7 409 1
7 490 1
7 504 1
7 565 1
7 568 1
7 582 1
7 585 1
7 617 1
7 642 1
7 689 1
7 704 1
7 716 1
7 755 1
7 799 1
7 916 1
7 920 1
7 937 1
7 994 1
7 1057 1
7 1105 1
7 1106 1
7 1154 1
7 1232 1
7 1239 1
7 1240 1
7 1278 1
7 1315 1
7 1327 1
7 1345 1
7 1362 1
7 1364 1
7 1366 1
7 1470 1
7 1491 1
7 1580 1
7 1595 1
7 1607 1
7 1663 1
7 1666 1
7 1674 1
7 1698 1
7 1736 1
7 1783 1
7 1840 1
7 1875 1
7 1889 1
7 1905 1
7 1915 1
7 1917 1
8 23 1
8 29 1
8 86 1
8 99 1
8 108 1
8 110 1
8 129 1
8 133 1
8 209 1
8 216 1
8 289 1
8 328 1
8 355 1
8 423 1
8 440 1
8 472 1
8 512 1
8 577 1
8 599 1
8 624 1
8 811 1
8 831 1
8 855 1
8 864 1
8 873 1
8 917 1
8 932 1
8 952 1
8 965 1
8 971 1
8 992 1
8 996 1
8 1020 1
8 1152 1
8 1169 1
8 1342 1
8 1361 1
8 1407 1
8 1423 1
