1000 24896
1 24 1
1 66 1
1 79 1
1 108 1
1 112 1
1 139 1
1 167 1
1 214 1
1 243 1
1 264 1
1 300 1
1 326 1
1 367 1
1 538 1
1 545 1
1 550 1
1 598 1
1 622 1
1 636 1
1 640 1
1 730 1
1 735 1
1 739 1
1 771 1
1 776 1
1 780 1
1 785 1
1 792 1
1 794 1
1 813 1
1 867 1
1 931 1
1 936 1
1 943 1
1 963 1
2 61 1
2 72 1
2 89 1
2 90 1
2 91 1
2 126 1
2 128 1
2 131 1
2 149 1
2 150 1
2 193 1
2 206 1
2 230 1
2 294 1
2 315 1
2 364 1
2 367 1
2 383 1
2 412 1
2 425 1
2 426 1
2 475 1
2 542 1
2 556 1
2 628 1
2 642 1
2 666 1
2 673 1
2 694 1
2 723 1
2 772 1
2 793 1
2 801 1
2 806 1
2 819 1
2 822 1
2 827 1
2 836 1
2 844 1
2 860 1
2 891 1
2 901 1
2 943 1
2 954 1
2 969 1
3 14 1
3 30 1
3 50 1
3 51 1
3 56 1
3 61 1
3 76 1
3 78 1
3 105 1
3 125 1
3 141 1
3 159 1
3 170 1
3 172 1
3 203 1
3 224 1
3 235 1
3 244 1
3 267 1
3 286 1
3 300 1
3 330 1
3 358 1
3 363 1
3 366 1
3 390 1
3 391 1
3 409 1
3 429 1
3 508 1
3 514 1
3 515 1
3 517 1
3 568 1
3 573 1
3 576 1
3 583 1
3 593 1
3 595 1
3 647 1
3 719 1
3 728 1
3 734 1
3 783 1
3 820 1
3 841 1
3 845 1
3 884 1
3 942 1
3 974 1
4 34 1
4 35 1
4 40 1
4 76 1
4 95 1
4 132 1
4 135 1
4 143 1
4 150 1
4 152 1
4 154 1
4 171 1
4 175 1
4 179 1
4 189 1
4 272 1
4 281 1
4 347 1
4 365 1
4 369 1
4 373 1
4 394 1
4 432 1
4 438 1
4 441 1
4 443 1
4 472 1
4 526 1
4 536 1
4 556 1
4 562 1
4 580 1
4 615 1
4 625 1
4 632 1
4 634 1
4 650 1
4 661 1
4 662 1
4 678 1
4 698 1
4 720 1
4 731 1
4 741 1
4 751 1
4 767 1
4 776 1
4 778 1
4 781 1
4 784 1
4 786 1
4 801 1
4 823 1
4 878 1
4 883 1
4 891 1
4 893 1
4 897 1
4 904 1
4 933 1
4 958 1
4 973 1
5 61 1
5 143 1
5 154 1
5 161 1
5 188 1
5 189 1
5 201 1
5 225 1
5 229 1
5 231 1
5 233 1
5 242 1
5 294 1
5 297 1
5 310 1
5 318 1
5 358 1
5 400 1
5 412 1
5 417 1
5 431 1
5 439 1
5 501 1
5 505 1
5 515 1
5 520 1
5 521 1
5 547 1
5 561 1
5 571 1
5 578 1
5 583 1
5 587 1
5 591 1
5 620 1
5 649 1
5 700 1
5 712 1
5 737 1
5 747 1
5 763 1
5 767 1
5 797 1
5 876 1
5 879 1
5 881 1
5 889 1
5 894 1
5 922 1
5 930 1
5 953 1
5 962 1
6 27 1
6 54 1
6 62 1
6 92 1
6 109 1
6 116 1
6 117 1
6 140 1
6 158 1
6 160 1
6 190 1
6 210 1
6 241 1
6 245 1
6 323 1
6 324 1
6 328 1
6 332 1
6 360 1
6 392 1
6 395 1
6 440 1
6 464 1
6 491 1
6 578 1
6 594 1
6 601 1
6 614 1
6 620 1
6 625 1
6 651 1
6 682 1
6 705 1
6 711 1
6 714 1
6 728 1
6 750 1
6 752 1
6 760 1
6 761 1
6 790 1
6 825 1
6 838 1
6 870 1
6 872 1
6 876 1
6 910 1
6 933 1
6 934 1
6 938 1
6 972 1
7 41 1
7 54 1
7 73 1
7 88 1
7 128 1
7 138 1
7 141 1
7 144 1
7 152 1
7 182 1
7 192 1
7 215 1
7 225 1
7 234 1
7 236 1
7 238 1
7 271 1
7 273 1
7 284 1
7 293 1
7 303 1
7 305 1
7 306 1
7 307 1
7 334 1
7 335 1
7 361 1
7 367 1
7 379 1
7 384 1
7 400 1
7 419 1
7 446 1
7 505 1
7 528 1
7 540 1
7 598 1
7 612 1
7 660 1
7 681 1
7 685 1
7 697 1
7 718 1
7 720 1
7 724 1
7 733 1
7 774 1
7 835 1
7 844 1
7 855 1
7 862 1
7 887 1
7 912 1
7 955 1
8 56 1
8 61 1
8 70 1
8 74 1
8 81 1
8 101 1
8 118 1
8 126 1
8 171 1
8 174 1
8 211 1
8 217 1
8 240 1
8 262 1
8 271 1
8 298 1
8 321 1
8 350 1
8 390 1
8 411 1
8 438 1
8 451 1
8 505 1
8 523 1
8 538 1
8 560 1
8 577 1
8 670 1
8 751 1
8 799 1
8 824 1
8 825 1
8 837 1
8 867 1
8 916 1
8 939 1
8 955 1
8 960 1
9 100 1
9 129 1
9 134 1
9 196 1
9 198 1
9 269 1
9 324 1
9 343 1
9 375 1
9 380 1
9 389 1
9 414 1
9 446 1
9 460 1
9 474 1
9 507 1
9 510 1
9 539 1
9 556 1
9 576 1
9 592 1
9 604 1
9 614 1
9 635 1
9 639 1
9 654 1
9 674 1
9 677 1
9 723 1
9 728 1
9 738 1
9 743 1
9 746 1
9 783 1
9 785 1
9 792 1
9 798 1
9 806 1
9 817 1
9 819 1
9 836 1
9 850 1
9 859 1
9 885 1
9 900 1
9 917 1
9 932 1
9 933 1
9 968 1
9 979 1
10 36 1
10 38 1
10 57 1
10 60 1
10 99 1
10 108 1
10 121 1
10 127 1
10 132 1
10 147 1
10 156 1
10 173 1
10 178 1
10 203 1
10 210 1
10 238 1
10 246 1
10 249 1
10 276 1
10 318 1
10 324 1
10 338 1
10 344 1
10 366 1
10 381 1
10 397 1
10 401 1
10 425 1
10 428 1
10 436 1
10 475 1
10 477 1
10 478 1
10 501 1
10 506 1
10 532 1
10 570 1
10 599 1
10 633 1
10 653 1
10 656 1
10 665 1
10 686 1
10 691 1
10 720 1
10 722 1
10 732 1
10 749 1
10 783 1
10 804 1
10 849 1
10 851 1
10 887 1
10 891 1
10 915 1
10 922 1
10 938 1
10 947 1
10 954 1
10 957 1
11 53 1
11 58 1
11 71 1
11 75 1
11 80 1
11 114 1
11 121 1
11 122 1
11 123 1
11 138 1
11 146 1
11 151 1
11 159 1
11 161 1
11 182 1
11 210 1
11 211 1
11 218 1
11 268 1
11 270 1
11 275 1
11 298 1
11 306 1
11 321 1
11 367 1
11 368 1
11 379 1
11 476 1
11 481 1
11 483 1
11 525 1
11 541 1
11 548 1
11 555 1
11 563 1
11 588 1
11 595 1
11 602 1
11 668 1
11 701 1
11 766 1
11 767 1
11 774 1
11 786 1
11 792 1
11 838 1
11 858 1
11 871 1
11 891 1
11 915 1
11 927 1
11 929 1
11 940 1
11 941 1
11 955 1
11 990 1
11 995 1
11 998 1
12 16 1
12 40 1
12 41 1
12 100 1
12 116 1
12 118 1
12 137 1
12 159 1
12 246 1
12 249 1
12 287 1
12 297 1
