800 20012
1 15 1
1 18 1
1 40 1
1 75 1
1 94 1
1 131 1
1 142 1
1 146 1
1 152 1
1 164 1
1 217 1
1 228 1
1 231 1
1 247 1
1 270 1
1 275 1
1 290 1
1 316 1
1 322 1
1 328 1
1 332 1
1 351 1
1 368 1
1 405 1
1 408 1
1 414 1
1 436 1
1 470 1
1 481 1
1 509 1
1 544 1
1 568 1
1 588 1
1 612 1
1 629 1
1 649 1
1 673 1
1 674 1
1 695 1
1 700 1
1 706 1
1 738 1
1 740 1
1 777 1
1 781 1
1 785 1
1 796 1
2 20 1
2 21 1
2 33 1
2 35 1
2 70 1
2 72 1
2 78 1
2 82 1
2 88 1
2 130 1
2 183 1
2 227 1
2 241 1
2 295 1
2 307 1
2 348 1
2 383 1
2 393 1
2 412 1
2 417 1
2 435 1
2 442 1
2 443 1
2 465 1
2 472 1
2 497 1
2 555 1
2 560 1
2 564 1
2 588 1
2 663 1
2 664 1
2 665 1
2 707 1
2 737 1
2 771 1
2 774 1
2 778 1
2 784 1
3 6 1
3 26 1
3 29 1
3 58 1
3 63 1
3 81 1
3 115 1
3 122 1
3 154 1
3 159 1
3 199 1
3 206 1
3 210 1
3 211 1
3 224 1
3 242 1
3 271 1
3 276 1
3 283 1
3 308 1
3 309 1
3 315 1
3 320 1
3 336 1
3 344 1
3 354 1
3 362 1
3 393 1
3 399 1
3 410 1
3 411 1
3 415 1
3 431 1
3 442 1
3 444 1
3 516 1
3 522 1
3 532 1
3 533 1
3 542 1
3 561 1
3 562 1
3 577 1
3 590 1
3 592 1
3 627 1
3 636 1
3 671 1
3 685 1
3 691 1
3 712 1
3 713 1
3 771 1
3 777 1
3 796 1
4 41 1
4 43 1
4 60 1
4 68 1
4 69 1
4 114 1
4 139 1
4 156 1
4 161 1
4 185 1
4 191 1
4 205 1
4 208 1
4 216 1
4 230 1
4 268 1
4 271 1
4 280 1
4 283 1
4 287 1
4 312 1
4 351 1
4 365 1
4 368 1
4 370 1
4 389 1
4 401 1
4 422 1
4 425 1
4 451 1
4 452 1
4 463 1
4 464 1
4 482 1
4 512 1
4 554 1
4 557 1
4 568 1
4 570 1
4 617 1
4 629 1
4 653 1
4 659 1
4 664 1
4 688 1
4 695 1
4 703 1
4 718 1
4 744 1
4 775 1
4 791 1
5 6 1
5 23 1
5 61 1
5 110 1
5 143 1
5 150 1
5 183 1
5 191 1
5 231 1
5 234 1
5 255 1
5 257 1
5 268 1
5 300 1
5 308 1
5 312 1
5 323 1
5 359 1
5 365 1
5 398 1
5 408 1
5 420 1
5 427 1
5 428 1
5 433 1
5 439 1
5 461 1
5 462 1
5 471 1
5 479 1
5 527 1
5 547 1
5 591 1
5 604 1
5 607 1
5 610 1
5 612 1
5 628 1
5 652 1
5 663 1
5 698 1
5 713 1
5 725 1
5 731 1
5 738 1
5 739 1
5 768 1
5 785 1
6 44 1
6 50 1
6 63 1
6 74 1
6 84 1
6 86 1
6 161 1
6 175 1
6 219 1
6 257 1
6 279 1
6 289 1
6 323 1
6 329 1
6 350 1
6 365 1
6 378 1
6 426 1
6 435 1
6 458 1
6 475 1
6 477 1
6 536 1
6 565 1
6 600 1
6 620 1
6 633 1
6 673 1
6 688 1
6 695 1
6 763 1
6 797 1
7 14 1
