1000 25060
1 8 1
1 20 1
1 30 1
1 31 1
1 103 1
1 119 1
1 126 1
1 142 1
1 154 1
1 161 1
1 209 1
1 210 1
1 219 1
1 246 1
1 253 1
1 255 1
1 290 1
1 297 1
1 307 1
1 311 1
1 316 1
1 320 1
1 351 1
1 355 1
1 373 1
1 412 1
1 417 1
1 451 1
1 462 1
1 468 1
1 515 1
1 561 1
1 570 1
1 579 1
1 585 1
1 594 1
1 611 1
1 613 1
1 629 1
1 640 1
1 657 1
1 677 1
1 689 1
1 696 1
1 748 1
1 814 1
1 816 1
1 837 1
1 873 1
1 950 1
1 955 1
1 957 1
1 980 1
1 994 1
2 3 1
2 10 1
2 13 1
2 26 1
2 30 1
2 54 1
2 82 1
2 128 1
2 134 1
2 160 1
2 166 1
2 266 1
2 275 1
2 283 1
2 295 1
2 329 1
2 330 1
2 345 1
2 368 1
2 409 1
2 416 1
2 428 1
2 464 1
2 482 1
2 499 1
2 501 1
2 502 1
2 503 1
2 524 1
2 530 1
2 568 1
2 602 1
2 608 1
2 629 1
2 632 1
2 651 1
2 668 1
2 675 1
2 688 1
2 693 1
2 698 1
2 712 1
2 750 1
2 758 1
2 783 1
2 844 1
2 902 1
2 934 1
2 956 1
2 962 1
2 964 1
2 970 1
3 18 1
3 19 1
3 41 1
3 52 1
3 88 1
3 97 1
3 154 1
3 164 1
3 184 1
3 198 1
3 239 1
3 255 1
3 295 1
3 305 1
3 323 1
3 336 1
3 424 1
3 427 1
3 434 1
3 442 1
3 456 1
3 464 1
3 468 1
3 474 1
3 483 1
3 485 1
3 504 1
3 523 1
3 543 1
3 550 1
3 551 1
3 559 1
3 569 1
3 587 1
3 614 1
3 621 1
3 650 1
3 652 1
3 655 1
3 684 1
3 708 1
3 723 1
3 735 1
3 757 1
3 766 1
3 770 1
3 781 1
3 784 1
3 796 1
3 803 1
3 805 1
3 822 1
3 823 1
3 825 1
3 831 1
3 849 1
3 867 1
3 878 1
3 889 1
3 896 1
3 946 1
3 947 1
3 981 1
3 997 1
4 12 1
4 34 1
4 44 1
4 53 1
4 99 1
4 127 1
4 177 1
4 207 1
4 208 1
4 214 1
4 218 1
4 256 1
4 282 1
4 329 1
4 350 1
4 354 1
4 396 1
4 460 1
4 465 1
4 476 1
4 481 1
4 487 1
4 493 1
4 507 1
4 547 1
4 654 1
4 664 1
4 682 1
4 686 1
4 719 1
4 723 1
4 730 1
4 755 1
4 771 1
4 799 1
4 820 1
4 827 1
4 830 1
4 837 1
4 865 1
4 880 1
4 893 1
4 899 1
4 900 1
4 901 1
4 935 1
4 947 1
4 950 1
4 956 1
4 978 1
4 994 1
5 31 1
5 42 1
5 47 1
5 52 1
5 57 1
5 93 1
5 103 1
5 118 1
5 133 1
5 146 1
5 165 1
5 200 1
5 215 1
5 245 1
5 316 1
5 338 1
5 371 1
5 414 1
5 449 1
5 468 1
5 475 1
5 496 1
5 546 1
5 560 1
5 590 1
5 596 1
5 624 1
5 652 1
5 660 1
5 668 1
5 683 1
5 698 1
5 723 1
5 736 1
5 738 1
5 779 1
5 784 1
5 789 1
