1000 25107
1 3 1
1 38 1
1 39 1
1 43 1
1 84 1
1 89 1
1 114 1
1 131 1
1 168 1
1 178 1
1 205 1
1 267 1
1 300 1
1 342 1
1 353 1
1 357 1
1 394 1
1 398 1
1 401 1
1 435 1
1 466 1
1 467 1
1 472 1
1 474 1
1 502 1
1 540 1
1 542 1
1 556 1
1 577 1
1 592 1
1 593 1
1 608 1
1 641 1
1 648 1
1 659 1
1 670 1
1 679 1
1 693 1
1 714 1
1 718 1
1 743 1
1 825 1
1 836 1
1 841 1
1 843 1
1 848 1
1 851 1
1 857 1
1 871 1
1 918 1
1 929 1
1 938 1
1 951 1
1 953 1
1 961 1
1 964 1
1 972 1
1 984 1
1 997 1
2 14 1
2 20 1
2 23 1
2 39 1
2 41 1
2 61 1
2 68 1
2 95 1
2 108 1
2 116 1
2 121 1
2 142 1
2 150 1
2 168 1
2 172 1
2 177 1
2 187 1
2 228 1
2 269 1
2 270 1
2 277 1
2 290 1
2 299 1
2 348 1
2 366 1
2 378 1
2 502 1
2 506 1
2 550 1
2 552 1
2 553 1
2 566 1
2 585 1
2 620 1
2 626 1
2 642 1
2 647 1
2 710 1
2 735 1
2 739 1
2 761 1
2 764 1
2 771 1
2 812 1
2 854 1
2 886 1
2 921 1
2 931 1
2 935 1
2 942 1
2 970 1
2 972 1
2 975 1
3 12 1
3 34 1
3 40 1
3 97 1
3 98 1
3 152 1
3 198 1
3 210 1
3 258 1
3 262 1
3 284 1
3 329 1
3 339 1
3 343 1
3 365 1
3 374 1
3 416 1
3 422 1
3 484 1
3 517 1
3 564 1
3 569 1
3 577 1
3 597 1
3 637 1
3 707 1
3 708 1
3 735 1
3 747 1
3 765 1
3 788 1
3 804 1
3 818 1
3 836 1
3 840 1
3 845 1
3 848 1
3 857 1
3 861 1
3 880 1
3 968 1
4 11 1
4 19 1
4 60 1
4 62 1
4 159 1
4 189 1
4 197 1
4 236 1
4 243 1
4 260 1
4 305 1
4 325 1
4 330 1
4 335 1
4 343 1
4 350 1
4 365 1
4 401 1
4 415 1
4 423 1
4 485 1
4 495 1
4 510 1
4 515 1
4 548 1
4 554 1
4 563 1
4 610 1
4 611 1
4 637 1
4 656 1
4 667 1
4 669 1
4 676 1
4 690 1
4 708 1
4 729 1
4 734 1
4 754 1
4 790 1
