800 20038
1 2 1
1 81 1
1 100 1
1 128 1
1 130 1
1 135 1
1 141 1
1 144 1
1 150 1
1 173 1
1 207 1
1 211 1
1 245 1
1 265 1
1 287 1
1 311 1
1 319 1
1 335 1
1 364 1
1 383 1
1 400 1
1 412 1
1 420 1
1 435 1
1 452 1
1 474 1
1 478 1
1 484 1
1 503 1
1 506 1
1 517 1
1 522 1
1 523 1
1 537 1
1 538 1
1 549 1
1 578 1
1 597 1
1 604 1
1 624 1
1 627 1
1 629 1
1 640 1
1 676 1
1 689 1
1 718 1
1 735 1
1 772 1
2 17 1
2 27 1
2 37 1
2 44 1
2 80 1
2 99 1
2 102 1
2 108 1
2 123 1
2 131 1
2 148 1
2 149 1
2 154 1
2 159 1
2 163 1
2 175 1
2 185 1
2 192 1
2 195 1
2 216 1
2 218 1
2 256 1
2 295 1
2 296 1
2 333 1
2 337 1
2 344 1
2 384 1
2 387 1
2 398 1
2 402 1
2 409 1
2 438 1
2 446 1
2 456 1
2 462 1
2 468 1
2 481 1
2 491 1
2 498 1
2 529 1
2 533 1
2 534 1
2 544 1
2 547 1
2 583 1
2 606 1
2 625 1
2 631 1
2 656 1
2 658 1
2 683 1
2 699 1
2 727 1
2 739 1
2 777 1
2 793 1
2 794 1
2 797 1
3 10 1
3 33 1
3 50 1
3 67 1
3 77 1
3 81 1
3 82 1
3 84 1
3 98 1
3 129 1
3 137 1
3 147 1
3 149 1
3 161 1
3 171 1
3 173 1
3 174 1
3 179 1
3 216 1
3 228 1
3 264 1
3 275 1
3 284 1
3 316 1
3 319 1
3 326 1
3 329 1
3 361 1
3 368 1
3 383 1
3 400 1
3 413 1
3 434 1
3 444 1
3 451 1
3 452 1
3 465 1
3 494 1
3 552 1
3 564 1
3 565 1
3 571 1
3 574 1
3 583 1
3 606 1
3 623 1
3 628 1
3 631 1
3 656 1
3 690 1
3 693 1
3 694 1
3 696 1
3 726 1
3 729 1
3 751 1
3 774 1
3 775 1
3 781 1
4 8 1
4 41 1
4 73 1
4 85 1
4 114 1
4 121 1
4 128 1
4 133 1
4 150 1
4 192 1
4 203 1
4 207 1
4 212 1
4 213 1
4 222 1
4 228 1
4 255 1
4 283 1
4 288 1
4 294 1
4 309 1
4 337 1
4 351 1
4 357 1
4 367 1
4 387 1
4 393 1
4 422 1
4 432 1
4 441 1
4 449 1
4 470 1
4 477 1
4 486 1
4 510 1
4 548 1
4 554 1
4 556 1
4 562 1
4 616 1
4 619 1
4 650 1
4 654 1
4 657 1
4 672 1
4 678 1
4 689 1
4 716 1
4 738 1
4 743 1
4 753 1
4 758 1
5 23 1
5 24 1
5 31 1
5 35 1
5 103 1
5 114 1
5 141 1
5 147 1
5 163 1
5 200 1
5 250 1
5 251 1
5 253 1
5 260 1
5 271 1
5 291 1
5 306 1
5 309 1
5 322 1
5 328 1
5 336 1
5 341 1
5 344 1
5 356 1
5 384 1
5 398 1
5 409 1
5 447 1
5 453 1
5 496 1
5 502 1
5 509 1
5 516 1
5 524 1
5 551 1
5 557 1
5 584 1
5 586 1
5 596 1
5 609 1
5 625 1
5 661 1
5 673 1
5 674 1
5 675 1
5 697 1
5 705 1
5 717 1
5 754 1
5 770 1
5 782 1
5 794 1
5 798 1
6 21 1
6 28 1
6 30 1
6 33 1
6 36 1
6 37 1
6 42 1
6 60 1
6 67 1
6 87 1
6 88 1
6 123 1
6 124 1
6 126 1
6 144 1
6 146 1
6 150 1
6 188 1
6 210 1
6 219 1
6 233 1
6 280 1
6 290 1
6 291 1
6 292 1
6 318 1
6 343 1
6 353 1
6 367 1
6 394 1
6 398 1
6 409 1
6 446 1
6 459 1
6 467 1
6 490 1
6 584 1
6 593 1
6 604 1
6 672 1
6 691 1
6 693 1
6 702 1
6 715 1
6 722 1
6 726 1
6 747 1
6 775 1
7 9 1
7 18 1
7 73 1
7 79 1
7 96 1
7 116 1
7 122 1
7 127 1
7 183 1
7 198 1
7 199 1
7 209 1
7 249 1
7 266 1
7 271 1
7 275 1
7 293 1
7 301 1
7 307 1
7 338 1
7 342 1
7 353 1
7 363 1
7 366 1
7 376 1
7 394 1
7 401 1
7 430 1
7 436 1
7 478 1
7 533 1
7 535 1
7 539 1
7 542 1
7 566 1
7 603 1
7 690 1
7 740 1
7 745 1
7 749 1
7 794 1
8 39 1
8 63 1
8 85 1
8 102 1
8 103 1
8 105 1
8 117 1
8 134 1
8 137 1
8 157 1
8 187 1
8 230 1
8 234 1
8 247 1
8 272 1
8 329 1
8 332 1
8 340 1
8 394 1
8 472 1
8 490 1
8 493 1
8 529 1
8 536 1
8 561 1
8 590 1
8 593 1
8 597 1
8 621 1
8 635 1
8 656 1
8 667 1
8 674 1
8 697 1
8 702 1
8 715 1
8 722 1
8 742 1
8 775 1
8 781 1
9 43 1
9 80 1
9 90 1
9 106 1
9 112 1
9 120 1
9 123 1
9 147 1
9 152 1
9 169 1
9 173 1
9 190 1
9 205 1
9 207 1
9 209 1
