800 19913
1 20 1
1 43 1
1 51 1
1 64 1
1 99 1
1 147 1
1 209 1
1 220 1
1 223 1
1 225 1
1 254 1
1 266 1
1 282 1
1 284 1
1 289 1
1 298 1
1 309 1
1 390 1
1 404 1
1 438 1
1 441 1
1 458 1
1 479 1
1 511 1
1 560 1
1 564 1
1 575 1
1 599 1
1 609 1
1 614 1
1 637 1
1 645 1
1 660 1
1 673 1
1 686 1
1 705 1
1 721 1
1 735 1
1 743 1
1 777 1
1 778 1
1 783 1
1 796 1
2 24 1
2 45 1
2 67 1
2 110 1
2 136 1
2 147 1
2 161 1
2 202 1
2 208 1
2 228 1
2 231 1
2 239 1
2 251 1
2 279 1
2 283 1
2 297 1
2 361 1
2 362 1
2 367 1
2 386 1
2 393 1
2 418 1
2 480 1
2 481 1
2 483 1
2 485 1
2 494 1
2 518 1
2 519 1
2 525 1
2 546 1
2 550 1
2 572 1
2 585 1
2 606 1
2 610 1
2 627 1
2 630 1
2 637 1
2 638 1
2 646 1
2 655 1
2 678 1
2 685 1
2 703 1
2 721 1
2 727 1
2 746 1
2 753 1
2 758 1
2 776 1
2 784 1
2 786 1
3 22 1
3 25 1
3 29 1
3 44 1
3 63 1
3 80 1
3 114 1
3 121 1
3 134 1
3 135 1
3 153 1
3 160 1
3 169 1
3 172 1
3 188 1
3 223 1
3 240 1
3 243 1
3 247 1
3 258 1
3 259 1
3 264 1
3 273 1
3 283 1
3 304 1
3 311 1
3 326 1
3 327 1
3 329 1
3 330 1
3 364 1
3 445 1
3 470 1
3 479 1
3 488 1
3 490 1
3 550 1
3 566 1
3 606 1
3 612 1
3 616 1
3 618 1
3 619 1
3 621 1
3 639 1
3 640 1
3 650 1
3 674 1
3 716 1
3 760 1
3 765 1
3 767 1
3 798 1
4 11 1
4 35 1
4 41 1
4 51 1
4 82 1
4 91 1
4 104 1
4 110 1
4 145 1
4 158 1
4 197 1
4 203 1
4 206 1
4 207 1
4 208 1
4 224 1
4 226 1
4 235 1
4 242 1
4 275 1
4 283 1
4 288 1
4 290 1
4 292 1
4 335 1
4 342 1
4 354 1
4 356 1
4 394 1
4 403 1
4 410 1
4 421 1
4 451 1
4 453 1
4 457 1
4 459 1
4 463 1
4 492 1
4 527 1
4 529 1
4 558 1
4 560 1
4 617 1
4 631 1
4 638 1
4 639 1
4 640 1
4 667 1
4 677 1
4 708 1
4 735 1
4 743 1
4 747 1
4 763 1
4 798 1
5 7 1
5 54 1
5 59 1
5 66 1
5 110 1
5 145 1
5 162 1
5 163 1
5 175 1
5 189 1
5 209 1
5 231 1
5 249 1
5 259 1
5 264 1
5 281 1
5 318 1
5 337 1
5 339 1
5 354 1
5 361 1
5 371 1
5 374 1
5 375 1
5 394 1
5 410 1
5 418 1
5 426 1
5 437 1
5 454 1
5 467 1
5 468 1
5 475 1
5 480 1
5 502 1
5 516 1
5 612 1
5 623 1
5 633 1
5 634 1
5 647 1
5 657 1
5 658 1
5 672 1
5 675 1
5 679 1
5 683 1
5 704 1
5 709 1
5 715 1
5 719 1
5 720 1
5 739 1
5 754 1
5 766 1
5 785 1
6 24 1
6 42 1
6 60 1
6 75 1
6 100 1
6 153 1
6 162 1
6 167 1
6 177 1
6 184 1
6 205 1
6 240 1
6 249 1
6 281 1
6 285 1
6 294 1
6 302 1
6 337 1
6 350 1
6 353 1
6 373 1
6 384 1
6 409 1
6 439 1
6 451 1
6 461 1
6 468 1
6 477 1
6 496 1
6 505 1
6 516 1
6 522 1
6 554 1
6 558 1
6 565 1
6 624 1
6 633 1
6 682 1
6 689 1
6 713 1
6 736 1
6 737 1
6 786 1
6 789 1
6 797 1
6 800 1
7 26 1
7 47 1
7 55 1
7 123 1
7 135 1
7 138 1
7 152 1
7 186 1
7 208 1
7 212 1
7 253 1
7 282 1
7 296 1
7 321 1
7 340 1
7 359 1
7 374 1
7 401 1
7 418 1
7 447 1
7 450 1
7 484 1
7 500 1
7 510 1
7 528 1
7 531 1
7 540 1
7 541 1
7 544 1
7 553 1
7 607 1
7 623 1
7 624 1
7 629 1
7 645 1
7 656 1
7 670 1
7 678 1
7 686 1
7 698 1
7 702 1
7 719 1
7 727 1
7 729 1
7 730 1
7 737 1
7 779 1
7 780 1
7 788 1
7 795 1
8 60 1
8 82 1
8 106 1
8 108 1
8 152 1
8 160 1
8 198 1
8 204 1
8 210 1
8 211 1
8 220 1
8 243 1
8 246 1
8 247 1
8 254 1
8 258 1
8 283 1
8 294 1
8 307 1
