2000 50184
1 11 1
1 15 1
1 77 1
1 131 1
1 154 1
1 322 1
1 323 1
1 336 1
1 338 1
1 409 1
1 427 1
1 473 1
1 502 1
1 551 1
1 582 1
1 609 1
1 628 1
1 662 1
1 712 1
1 849 1
1 877 1
1 967 1
1 973 1
1 976 1
1 1017 1
1 1020 1
1 1022 1
1 1044 1
1 1071 1
1 1212 1
1 1227 1
1 1263 1
1 1268 1
1 1319 1
1 1374 1
1 1394 1
1 1420 1
1 1563 1
1 1635 1
1 1640 1
1 1861 1
1 1876 1
1 1878 1
1 1890 1
1 1967 1
2 3 1
2 30 1
2 34 1
2 95 1
2 148 1
2 170 1
2 256 1
2 291 1
2 305 1
2 503 1
2 552 1
2 638 1
2 640 1
2 725 1
2 742 1
2 795 1
2 837 1
2 845 1
2 873 1
2 924 1
2 934 1
2 982 1
2 1001 1
2 1010 1
2 1014 1
2 1038 1
2 1071 1
2 1176 1
2 1186 1
2 1195 1
2 1201 1
2 1212 1
2 1214 1
2 1438 1
2 1543 1
2 1551 1
2 1647 1
2 1657 1
2 1758 1
2 1797 1
2 1799 1
2 1816 1
2 1817 1
2 1826 1
2 1865 1
2 1876 1
2 1902 1
2 1939 1
2 1977 1
3 22 1
3 34 1
3 87 1
3 120 1
3 148 1
3 153 1
3 179 1
3 187 1
3 191 1
3 222 1
3 237 1
3 317 1
3 393 1
3 452 1
3 473 1
3 478 1
3 529 1
3 549 1
3 557 1
3 603 1
3 604 1
3 704 1
3 712 1
3 729 1
3 742 1
3 758 1
3 781 1
3 786 1
3 832 1
3 843 1
3 863 1
3 917 1
3 925 1
3 976 1
3 992 1
3 1192 1
3 1222 1
3 1259 1
3 1262 1
3 1334 1
3 1363 1
3 1385 1
3 1418 1
3 1437 1
3 1459 1
3 1539 1
3 1695 1
3 1827 1
3 1909 1
3 1923 1
3 1991 1
4 41 1
4 111 1
4 227 1
4 303 1
4 475 1
4 512 1
4 609 1
4 677 1
4 700 1
4 756 1
4 763 1
4 882 1
4 948 1
4 998 1
4 1005 1
4 1014 1
4 1036 1
4 1069 1
4 1107 1
4 1186 1
4 1230 1
4 1232 1
4 1368 1
4 1377 1
4 1487 1
4 1488 1
4 1544 1
4 1560 1
4 1640 1
4 1641 1
4 1664 1
4 1672 1
4 1705 1
4 1715 1
4 1800 1
4 1949 1
4 1988 1
4 1989 1
5 52 1
5 117 1
5 144 1
5 145 1
5 172 1
5 260 1
5 352 1
5 426 1
5 457 1
5 529 1
5 544 1
5 564 1
5 630 1
5 655 1
5 683 1
5 703 1
5 821 1
5 829 1
5 835 1
5 858 1
5 886 1
5 890 1
5 1011 1
5 1074 1
5 1131 1
5 1139 1
5 1186 1
5 1277 1
5 1292 1
5 1360 1
5 1393 1
5 1573 1
5 1581 1
5 1583 1
5 1620 1
5 1661 1
5 1689 1
5 1722 1
5 1745 1
5 1790 1
5 1863 1
5 1866 1
5 1874 1
5 1891 1
5 1929 1
5 1969 1
5 1987 1
6 22 1
6 50 1
6 58 1
6 59 1
6 67 1
6 103 1
6 266 1
6 283 1
6 322 1
6 395 1
6 412 1
6 464 1
6 502 1
6 596 1
6 639 1
6 721 1
6 728 1
6 748 1
6 761 1
6 764 1
6 787 1
6 788 1
6 797 1
6 842 1
6 858 1
6 887 1
6 988 1
6 994 1
6 1047 1
6 1057 1
6 1097 1
6 1116 1
6 1136 1
6 1145 1
6 1189 1
6 1208 1
6 1230 1
6 1250 1
6 1278 1
6 1291 1
6 1356 1
6 1365 1
6 1382 1
6 1397 1
6 1451 1
6 1463 1
6 1562 1
6 1736 1
6 1753 1
6 1837 1
6 1847 1
6 1865 1
6 1890 1
6 1906 1
6 1917 1
7 33 1
7 66 1
7 75 1
7 93 1
7 218 1
7 227 1
7 252 1
7 311 1
7 356 1
7 358 1
7 397 1
7 405 1
7 454 1
7 457 1
7 463 1
7 549 1
7 555 1
7 560 1
7 586 1
7 630 1
7 633 1
7 668 1
7 680 1
7 686 1
7 760 1
7 856 1
7 894 1
7 928 1
7 991 1
7 1005 1
7 1024 1
7 1042 1
7 1044 1
7 1078 1
7 1110 1
7 1115 1
7 1205 1
7 1299 1
7 1358 1
7 1397 1
7 1554 1
7 1557 1
7 1581 1
7 1670 1
7 1674 1
7 1681 1
7 1809 1
7 1843 1
7 1844 1
7 1864 1
7 1930 1
8 69 1
8 108 1
8 177 1
8 210 1
8 446 1
8 563 1
8 567 1
8 574 1
8 593 1
8 598 1
8 601 1
8 625 1
8 691 1
8 727 1
8 777 1
8 834 1
8 851 1
8 913 1
8 985 1
8 998 1
8 1151 1
8 1166 1
8 1284 1
8 1290 1
8 1291 1
8 1295 1
8 1332 1
8 1349 1
8 1435 1
8 1560 1
8 1577 1
8 1578 1
8 1628 1
8 1646 1
8 1696 1
8 1739 1
8 1758 1
8 1767 1
8 1775 1
8 1789 1
8 1821 1
8 1837 1
8 1898 1
8 1934 1
9 43 1
9 59 1
9 122 1
9 128 1
9 173 1
9 245 1
9 301 1
9 304 1
9 445 1
9 614 1
9 737 1
9 738 1
9 815 1
9 816 1
9 821 1
9 835 1
9 842 1
9 986 1
9 1004 1
9 1100 1
9 1291 1
9 1338 1
9 1362 1
9 1363 1
9 1379 1
9 1415 1
9 1458 1
9 1475 1
9 1533 1
9 1537 1
9 1543 1
9 1585 1
9 1595 1
9 1644 1
9 1665 1
9 1688 1
9 1748 1
9 1751 1
9 1753 1
9 1831 1
9 1861 1
9 1936 1
10 47 1
10 50 1
10 186 1
10 216 1
10 220 1
10 228 1
10 324 1
10 357 1
10 384 1
10 401 1
10 432 1
10 435 1
10 441 1
10 534 1
10 557 1
10 589 1
10 640 1
10 661 1
10 689 1
10 817 1
10 953 1
10 1021 1
10 1040 1
10 1076 1
10 1084 1
10 1125 1
10 1137 1
10 1138 1
10 1151 1
10 1231 1
10 1236 1
10 1247 1
10 1264 1
10 1298 1
10 1347 1
10 1363 1
10 1365 1
10 1404 1
10 1408 1
10 1431 1
10 1605 1
10 1606 1
10 1619 1
10 1640 1
10 1655 1
10 1711 1
10 1716 1
10 1927 1
11 19 1
11 42 1
11 86 1
11 96 1
11 131 1
11 157 1
11 239 1
11 378 1
11 393 1
11 429 1
11 469 1
11 495 1
11 521 1
11 527 1
11 612 1
11 618 1
11 691 1
11 702 1
11 757 1
11 774 1
11 800 1
11 821 1
11 825 1
11 842 1
11 843 1
11 925 1
11 938 1
11 989 1
11 998 1
11 1017 1
11 1082 1
11 1097 1
11 1098 1
11 1114 1
11 1121 1
11 1127 1
11 1229 1
11 1255 1
11 1261 1
11 1388 1
11 1389 1
11 1391 1
11 1394 1
11 1422 1
11 1451 1
11 1464 1
11 1518 1
11 1531 1
11 1542 1
11 1578 1
11 1583 1
11 1604 1
11 1622 1
11 1639 1
11 1673 1
11 1704 1
11 1706 1
11 1727 1
11 1855 1
11 1861 1
11 1885 1
11 1889 1
11 1953 1
12 20 1
12 49 1
12 57 1
12 63 1
12 76 1
12 117 1
12 197 1
12 210 1
12 250 1
12 276 1
12 288 1
12 301 1
12 335 1
12 351 1
12 375 1
12 419 1
12 433 1
12 502 1
12 527 1
12 549 1
12 570 1
12 613 1
12 675 1
12 795 1
12 841 1
12 853 1
12 863 1
12 922 1
12 923 1
12 952 1
12 979 1
12 995 1
12 1048 1
12 1099 1
12 1170 1
12 1174 1
