800 20053
1 18 1
1 35 1
1 54 1
1 57 1
1 63 1
1 98 1
1 115 1
1 122 1
1 125 1
1 129 1
1 148 1
1 149 1
1 155 1
1 158 1
1 162 1
1 165 1
1 173 1
1 202 1
1 265 1
1 267 1
1 280 1
1 295 1
1 301 1
1 304 1
1 324 1
1 342 1
1 348 1
1 364 1
1 371 1
1 384 1
1 399 1
1 409 1
1 479 1
1 492 1
1 495 1
1 502 1
1 508 1
1 509 1
1 520 1
1 522 1
1 533 1
1 536 1
1 560 1
1 578 1
1 582 1
1 588 1
1 591 1
1 595 1
1 601 1
1 644 1
1 681 1
1 682 1
1 691 1
1 695 1
1 701 1
1 722 1
1 723 1
1 744 1
1 767 1
1 768 1
1 776 1
1 787 1
2 3 1
2 10 1
2 28 1
2 31 1
2 38 1
2 41 1
2 56 1
2 63 1
2 65 1
2 78 1
2 89 1
2 107 1
2 113 1
2 118 1
2 130 1
2 142 1
2 153 1
2 156 1
2 163 1
2 169 1
2 172 1
2 176 1
2 200 1
2 208 1
2 241 1
2 246 1
2 252 1
2 271 1
2 281 1
2 284 1
2 302 1
2 328 1
2 332 1
2 341 1
2 368 1
2 409 1
2 410 1
2 422 1
2 482 1
2 497 1
2 533 1
2 569 1
2 570 1
2 576 1
2 585 1
2 596 1
2 606 1
2 607 1
2 654 1
2 700 1
2 731 1
2 743 1
2 746 1
2 747 1
3 10 1
3 21 1
3 23 1
3 24 1
3 31 1
3 36 1
3 70 1
3 101 1
3 105 1
3 106 1
3 119 1
3 125 1
3 148 1
3 177 1
3 184 1
3 209 1
3 215 1
3 220 1
3 244 1
3 250 1
3 286 1
3 296 1
3 340 1
3 354 1
3 378 1
3 391 1
3 461 1
3 475 1
3 477 1
3 502 1
3 517 1
3 520 1
3 558 1
3 579 1
3 580 1
3 590 1
3 591 1
3 598 1
3 606 1
3 609 1
3 619 1
3 692 1
3 699 1
3 705 1
3 709 1
3 737 1
3 752 1
3 777 1
4 37 1
4 41 1
4 80 1
4 106 1
4 136 1
4 157 1
4 169 1
4 173 1
4 202 1
4 206 1
4 207 1
4 209 1
4 224 1
4 244 1
4 258 1
4 266 1
4 278 1
4 280 1
4 295 1
4 297 1
4 312 1
4 319 1
4 330 1
4 332 1
4 358 1
4 364 1
4 404 1
4 445 1
4 447 1
4 456 1
4 475 1
4 479 1
4 504 1
4 539 1
4 547 1
4 558 1
4 581 1
4 603 1
4 621 1
4 634 1
4 655 1
4 665 1
4 667 1
4 668 1
4 689 1
4 715 1
4 719 1
4 723 1
4 726 1
4 750 1
4 751 1
4 798 1
5 17 1
5 39 1
5 47 1
5 71 1
5 74 1
5 101 1
5 117 1
5 119 1
5 121 1
5 160 1
5 187 1
5 211 1
5 223 1
5 241 1
5 244 1
5 266 1
5 280 1
5 285 1
5 316 1
5 345 1
5 346 1
5 370 1
5 387 1
5 388 1
5 392 1
5 406 1
5 410 1
5 415 1
5 421 1
5 467 1
5 468 1
5 473 1
5 534 1
5 545 1
5 552 1
5 555 1
5 570 1
5 571 1
5 578 1
5 595 1
5 635 1
5 646 1
5 686 1
5 687 1
5 689 1
5 714 1
5 726 1
5 762 1
5 774 1
5 776 1
5 784 1
5 792 1
5 796 1
5 798 1
6 32 1
6 36 1
6 59 1
6 64 1
6 84 1
6 92 1
6 116 1
6 130 1
6 138 1
6 139 1
6 143 1
6 191 1
6 192 1
6 220 1
6 263 1
6 264 1
6 274 1
6 352 1
6 377 1
6 381 1
6 433 1
6 488 1
6 500 1
6 526 1
6 581 1
6 612 1
6 616 1
6 639 1
6 641 1
6 671 1
6 673 1
6 692 1
6 712 1
6 720 1
6 726 1
6 732 1
6 749 1
6 794 1
7 13 1
7 57 1
7 60 1
7 68 1
7 72 1
7 76 1
7 81 1
7 91 1
7 95 1
7 131 1
7 145 1
7 146 1
7 164 1
7 168 1
7 180 1
7 184 1
7 196 1
7 197 1
7 216 1
7 218 1
7 237 1
7 238 1
7 261 1
7 276 1
7 290 1
7 303 1
7 309 1
7 312 1
7 402 1
7 417 1
7 420 1
7 428 1
7 430 1
7 439 1
7 447 1
7 451 1
7 487 1
7 494 1
7 507 1
7 520 1
7 525 1
7 530 1
7 556 1
7 566 1
7 571 1
7 589 1
7 593 1
7 653 1
7 690 1
7 713 1
7 730 1
7 753 1
7 754 1
7 760 1
7 763 1
7 781 1
8 20 1
8 23 1
8 30 1
8 74 1
8 86 1
8 87 1
8 97 1
8 128 1
8 142 1
8 162 1
8 177 1
8 199 1
8 242 1
8 248 1
8 249 1
8 252 1
8 261 1
8 276 1
8 299 1
8 331 1
8 342 1
8 347 1
8 358 1
8 387 1
8 413 1
8 437 1
8 448 1
8 450 1
8 457 1
8 471 1
8 485 1
8 518 1
8 544 1
8 568 1
8 579 1
8 582 1
8 585 1
8 601 1
8 604 1
8 632 1
8 637 1
8 650 1
8 671 1
8 696 1
8 720 1
8 734 1
8 737 1
8 784 1
8 792 1
9 10 1
9 27 1
9 42 1
9 43 1
9 64 1
9 79 1
9 91 1
9 143 1
9 200 1
9 241 1
9 262 1
9 274 1
9 275 1
9 303 1
9 327 1
9 329 1
9 339 1
9 353 1
9 386 1
9 412 1
9 419 1
9 420 1
9 423 1
9 425 1
9 458 1
9 460 1
9 550 1
9 567 1
9 572 1
9 607 1
9 617 1
9 641 1
9 646 1
9 648 1
9 657 1
9 660 1
9 681 1
9 682 1
9 721 1
9 746 1
9 751 1
9 757 1
